title,location,time,price,img_url
Shop For Sale In Phase 2 Ext.,DHA Defence,2  Aug,"Rs 1,35,00,000",https://apollo-singapore.akamaized.net/v1/files/mi82di90cmar1-PK/image;s=261x203;pk_;slot=1;filename=mi82di90cmar1-PK_.jpg
Containers Available,Saddar Town,2  Aug,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/pk22zsyz60rm1-PK/image;s=261x203;pk_;slot=2;filename=pk22zsyz60rm1-PK_.jpg
Quality Porta Cabin,Saddar Town,2  Aug,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/vyfx4omjc9sc3-PK/image;s=261x203;pk_;slot=1;filename=vyfx4omjc9sc3-PK_.jpg
Dry Containers selling,Saddar Town,2  Aug,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/m9gf3838w9bo3-PK/image;s=261x203;pk_;slot=1;filename=m9gf3838w9bo3-PK_.jpg
Shops are available on installment,Commercial Area,2  Aug,"Rs 5,00,000",https://apollo-singapore.akamaized.net/v1/files/vvhgjfp2ip0t3-PK/image;s=261x203;pk_;slot=1;filename=vvhgjfp2ip0t3-PK_.jpg
Regent public school,Machar Colony,2  Aug,"Rs 75,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Rahat com lane 1 .dafance,Sea View Apartments,2  Aug,"Rs 2,15,00,000",https://apollo-singapore.akamaized.net/v1/files/0h1tbpz0lpkv1-PK/image;s=261x203;pk_;slot=1;filename=0h1tbpz0lpkv1-PK_.jpg
jannha avinu plaza shops office available bahria town karachi,Bahria Town Karachi,2  Aug,"Rs 30,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Good Location 03 Shops are available for sale in shadman,Shadman Town,2  Aug,"Rs 1,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop at main market Gulistn e juhar block 19 near sultan masjid,Gulistan-e-Jauhar,2  Aug,"Rs 28,00,000",https://apollo-singapore.akamaized.net/v1/files/5lln2gmgxe0a3-PK/image;s=261x203;pk_;slot=1;filename=5lln2gmgxe0a3-PK_.jpg
975 Sq Ft Office floor in Defense phase 6,,2  Aug,"Rs 1,85,00,000",https://apollo-singapore.akamaized.net/v1/files/3k2w1kx95b4i3-PK/image;s=261x203;pk_;slot=1;filename=3k2w1kx95b4i3-PK_.jpg
Kda flats shop forsale Shadman town sector14b north karachi main road,Shadman Town,2  Aug,"Rs 62,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
FURNISHED Modern Ready to Move Office Bukhari Commercial,DHA Defence,2  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/ilpezuio34s33-PK/image;s=261x203;pk_;slot=1;filename=ilpezuio34s33-PK_.jpg
housE gOod cnditiOn,Airport,2  Aug,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/omr2ieojsbka2-PK/image;s=261x203;pk_;slot=1;filename=omr2ieojsbka2-PK_.jpg
Bukhari Commercial Office FRESH booking,,2  Aug,"Rs 21,00,000",https://apollo-singapore.akamaized.net/v1/files/xqg3qq20yfdp2-PK/image;s=261x203;pk_;slot=1;filename=xqg3qq20yfdp2-PK_.jpg
Outclass Location Badar Commercial FRESH BOOKING,DHA Defence,2  Aug,"Rs 1,00,00,000",https://apollo-singapore.akamaized.net/v1/files/jy49f828grg81-PK/image;s=261x203;pk_;slot=1;filename=jy49f828grg81-PK_.jpg
new sarena mobile mall shop for sale under ground market,Gulberg Town,2  Aug,"Rs 4,50,000",https://apollo-singapore.akamaized.net/v1/files/f8hza4nsq1p52-PK/image;s=261x203;pk_;slot=1;filename=f8hza4nsq1p52-PK_.jpg
Corner Office 537 square​ feet,Abdullah Haroon Road,2  Aug,"Rs 42,00,000",https://apollo-singapore.akamaized.net/v1/files/ys930jwha0jr-PK/image;s=261x203;pk_;slot=1;filename=ys930jwha0jr-PK_.jpg
Shop For Sale,DHA Defence,2  Aug,"Rs 1,20,00,000",https://apollo-singapore.akamaized.net/v1/files/nasz93puzss83-PK/image;s=261x203;pk_;slot=1;filename=nasz93puzss83-PK_.jpg
Shop size 5' W x 18' L x 13' H,Tariq Road,2  Aug,"Rs 32,00,000",https://apollo-singapore.akamaized.net/v1/files/jn1gxkkl33dq1-PK/image;s=261x203;pk_;slot=1;filename=jn1gxkkl33dq1-PK_.jpg
Main site industrial plote near habib chorangi.bondary vall..main road,Sindh Industrial Trading Estate,2  Aug,"Rs 47,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Office Containers,Buffer Zone 2,2  Aug,"Rs 6,00,000",https://apollo-singapore.akamaized.net/v1/files/u3uenev0f731-PK/image;s=261x203;pk_;slot=1;filename=u3uenev0f731-PK_.jpg
Solar Panels control panel rooms (Kiosks),Abbasi Shaheed,2  Aug,"Rs 15,50,000",https://apollo-singapore.akamaized.net/v1/files/abg4ft3gdarv1-PK/image;s=261x203;pk_;slot=1;filename=abg4ft3gdarv1-PK_.jpg
Shop for sale,Gulistan-e-Jauhar,1  Aug,"Rs 10,00,000",https://apollo-singapore.akamaized.net/v1/files/f8yt4vpr8wyh2-PK/image;s=261x203;pk_;slot=2;filename=f8yt4vpr8wyh2-PK_.jpg
1800sqft appartment for sale DHA Karachi. 3rd floor with meeznine,DHA Defence,1  Aug,"Rs 1,60,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
shop sale sareene mobile market size 6/12 urgunt sale good running con,Buffer Zone 2,1  Aug,"Rs 80,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Hut for sale at Turtel Beach Hawjsbay Karachi,,1  Aug,"Rs 44,00,000",https://apollo-singapore.akamaized.net/v1/files/b5kshi5q67vt2-PK/image;s=261x203;pk_;slot=1;filename=b5kshi5q67vt2-PK_.jpg
Shop for sale,Clifton,1  Aug,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/ie70b3feuqxq2-PK/image;s=261x203;pk_;slot=1;filename=ie70b3feuqxq2-PK_.jpg
Brand new shop for sale at scheme 33 khi,Scheme 33,1  Aug,"Rs 99,00,000",https://apollo-singapore.akamaized.net/v1/files/61vorpx16m9f3-PK/image;s=261x203;pk_;slot=1;filename=61vorpx16m9f3-PK_.jpg
"Huts for Sale Hawksbay, Sandspit, Turtel beach Karachi",,1  Aug,"Rs 40,00,000",https://apollo-singapore.akamaized.net/v1/files/ylrmm4sjtwmb1-PK/image;s=261x203;pk_;slot=2;filename=ylrmm4sjtwmb1-PK_.jpg
Shop for sale in Dha ph vi,DHA,1  Aug,"Rs 1,30,00,000",https://apollo-singapore.akamaized.net/v1/files/6i1y16fksoz03-PK/image;s=261x203;pk_;slot=1;filename=6i1y16fksoz03-PK_.jpg
Selling my kiosk,Tariq Road,1  Aug,"Rs 5,00,000",https://apollo-singapore.akamaized.net/v1/files/us2lsarftvs03-PK/image;s=261x203;pk_;slot=1;filename=us2lsarftvs03-PK_.jpg
COMMERCIAL building for sale at Bahadurabad,Bhadarabad,1  Aug,"Rs 19,00,00,000",https://apollo-singapore.akamaized.net/v1/files/i9axcff6zelc1-PK/image;s=261x203;pk_;slot=1;filename=i9axcff6zelc1-PK_.jpg
Shop near Zamindaar Hotel,Old Golimar,1  Aug,"Rs 14,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Pump For sale in Cheap Rate .. Best Offer. Contact fast .,Shahra-e-Faisal,1  Aug,"Rs 20,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
New Building For Sale,Kashmir Colony,1  Aug,"Rs 2,25,00,000",https://apollo-singapore.akamaized.net/v1/files/s4g6s30f0b2t2-PK/image;s=261x203;pk_;slot=1;filename=s4g6s30f0b2t2-PK_.jpg
240sq yds Commercial Building Dupatta gali Tariq road,Kashmir Road,1  Aug,"Rs 20,00,00,000",https://apollo-singapore.akamaized.net/v1/files/hceaf5pbneoz-PK/image;s=261x203;pk_;slot=1;filename=hceaf5pbneoz-PK_.jpg
Brand New Shop For Sale Dha Karachi,DHA Defence,1  Aug,"Rs 2,25,00,000",https://apollo-singapore.akamaized.net/v1/files/wap4ciojzd2c1-PK/image;s=261x203;pk_;slot=1;filename=wap4ciojzd2c1-PK_.jpg
North karachi Sector 11 E Bab iqbal,North Karachi,1  Aug,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/8c5512c-969/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Running Marriage Lawn for sale at Jauhar,Safoora Goth,1  Aug,"Rs 13,50,00,000",https://apollo-singapore.akamaized.net/v1/files/9c35tz1dz1h31-PK/image;s=261x203;pk_;slot=1;filename=9c35tz1dz1h31-PK_.jpg
580 square feet office on sale at zamzama,DHA Defence,1  Aug,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/8c5512c-969/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Mezzanine for sale at Badar commercial,Mustufa Colony,1  Aug,"Rs 85,00,000",https://apollo-singapore.akamaized.net/v1/files/k8bak057nnny-PK/image;s=261x203;pk_;slot=1;filename=k8bak057nnny-PK_.jpg
shop for sale in DHA,DHA Defence,1  Aug,"Rs 1,60,00,000",https://apollo-singapore.akamaized.net/v1/files/yxzi534a0zfz2-PK/image;s=261x203;pk_;slot=1;filename=yxzi534a0zfz2-PK_.jpg
Plot in Ghazi Town Malir,Malir,1  Aug,"Rs 19,00,000",https://apollo-singapore.akamaized.net/v1/files/0n9lieo8hvhv3-PK/image;s=261x203;pk_;slot=1;filename=0n9lieo8hvhv3-PK_.jpg
Building Available For Sale In Bahadurabad,Pechs I,1  Aug,"Rs 4,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Quality Porta Cabin,Saddar Town,1  Aug,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/8qbiosykvhni1-PK/image;s=261x203;pk_;slot=1;filename=8qbiosykvhni1-PK_.jpg
Commercial plot ground plus one,Gulistan-e-Jauhar,1  Aug,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/vod9snz9e6kr1-PK/image;s=261x203;pk_;slot=1;filename=vod9snz9e6kr1-PK_.jpg
"shop perches karni haa. 4 lac maa,",Old Clifton,1  Aug,"Rs 4,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Clifton Block 8 3800 Sqft Ground Basement For Rent Ideal For Banks,Clifton,1  Aug,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"KK Chance Deal : 3,000 Sqft Office In Shahrah e Faisal At Low Price",Shahra-e-Faisal,1  Aug,"Rs 1,50,00,000",https://apollo-singapore.akamaized.net/v1/files/ntlvqylfs77h-PK/image;s=261x203;pk_;slot=1;filename=ntlvqylfs77h-PK_.jpg
Bungalow 700 yards Commercial in Using Block 2 Clifton,Clifton,1  Aug,"Rs 13,50,00,000",https://apollo-singapore.akamaized.net/v1/files/adbh8fjxv6lq3-PK/image;s=261x203;pk_;slot=1;filename=adbh8fjxv6lq3-PK_.jpg
Gulshan Saima Sqair 1 Ground 11x18 Main Paysig Shop,Gulshan-E-Iqbal 2,1  Aug,"Rs 1,70,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
1st Floor Shop Available In Ocean Mall,Clifton,1  Aug,"Rs 2,48,15,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Clifton Shop For Sale,Clifton,1  Aug,"Rs 20,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Semi commercial House for sale,Azam Town,1  Aug,"Rs 1,45,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Porta Cabin Manufactured,Super Highway,1  Aug,"Rs 5,45,000",https://apollo-singapore.akamaized.net/v1/files/8nzm3l9wiz1a2-PK/image;s=261x203;pk_;slot=1;filename=8nzm3l9wiz1a2-PK_.jpg
Main Road House near Habib Medical,,1  Aug,"Rs 15,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
shop sell argant need cash reson for sell arjant main sadder karachi,Abdullah Haroon Road,1  Aug,"Rs 22,50,000",https://apollo-singapore.akamaized.net/v1/files/u5ui7vqu128t3-PK/image;s=261x203;pk_;slot=1;filename=u5ui7vqu128t3-PK_.jpg
"Corner Shop 6.5x10 - LUBABA Residency, Sector 5M New Karachi",New Karachi,1  Aug,"Rs 6,50,000",https://apollo-singapore.akamaized.net/v1/files/1bhphmx9yj142-PK/image;s=261x203;pk_;slot=1;filename=1bhphmx9yj142-PK_.jpg
Shop for sale. 1 crore 10 lakh,DHA Defence,1  Aug,"Rs 1,10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale gulshan iqbal KDA markit,Gulshan-E-Iqbal 1,1  Aug,"Rs 1,05,00,000",https://apollo-singapore.akamaized.net/v1/files/4c9ocemi61l1-PK/image;s=261x203;pk_;slot=1;filename=4c9ocemi61l1-PK_.jpg
"Bakery, communication, and factory steel counter maker",Jafar-E-Tayyar,1  Aug,"Rs 1,50,00,000",https://apollo-singapore.akamaized.net/v1/files/2ufdydz13puu-PK/image;s=261x203;pk_;slot=1;filename=2ufdydz13puu-PK_.jpg
Shop for sale in City Centre at shahra-e-faisal near Awami markaz,Shahra-e-Faisal,1  Aug,"Rs 21,00,000",https://apollo-singapore.akamaized.net/v1/files/sthh7f9v7ixa3-PK/image;s=261x203;pk_;slot=1;filename=sthh7f9v7ixa3-PK_.jpg
Samama shopping mall shop for sale 1st floor,Gulshan-E-Iqbal 1,1  Aug,"Rs 12,50,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop Office for Sale in Glass Tower Frere Town Teen Talwar,Frere Town,31  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/f7pdw44oy9s21-PK/image;s=261x203;pk_;slot=1;filename=f7pdw44oy9s21-PK_.jpg
Flat Nishat Commercial,DHA Defence,31  Jul,"Rs 2,00,00,000",https://apollo-singapore.akamaized.net/v1/files/3dn5iw15uq9m3-PK/image;s=261x203;pk_;slot=1;filename=3dn5iw15uq9m3-PK_.jpg
Front corner 2shops,Gulshan-e-Maymar,31  Jul,"Rs 1,25,00,000",https://apollo-singapore.akamaized.net/v1/files/oj8cfkx7v6cx1-PK/image;s=261x203;pk_;slot=1;filename=oj8cfkx7v6cx1-PK_.jpg
Shop for sale,Gulshan-E-Iqbal 1,31  Jul,"Rs 30,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial house,Malir Housing Scheme 1,31  Jul,"Rs 80,00,000",https://apollo-singapore.akamaized.net/v1/files/f1t3cqqu56012-PK/image;s=261x203;pk_;slot=1;filename=f1t3cqqu56012-PK_.jpg
90 sq ft Shop for Sale in Glass Tower Near Tree Swords,Frere Town,31  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/nyjvckkzs7ea3-PK/image;s=261x203;pk_;slot=1;filename=nyjvckkzs7ea3-PK_.jpg
"North Karachi Sector 5L Corner , Commercial Type House With 1 Shop",North Karachi,31  Jul,"Rs 90,00,000",https://apollo-singapore.akamaized.net/v1/files/f628u8ugemij2-PK/image;s=261x203;pk_;slot=1;filename=f628u8ugemij2-PK_.jpg
Shope for sale,DHA Defence,31  Jul,"Rs 1,80,00,000",https://apollo-singapore.akamaized.net/v1/files/s1f2huzpbqc2-PK/image;s=261x203;pk_;slot=1;filename=s1f2huzpbqc2-PK_.jpg
Shop owned (For Sale),Gulshan-E-Iqbal 2,31  Jul,"Rs 9,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial Plot 84 Square Yourd Plot in Block 4 Saadi Town,Scheme 33,31  Jul,"Rs 60,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop in sale,Safoora Goth,31  Jul,"Rs 16,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Building for sale saba commercial khayaban.a.shahmsheer phase 5,DHA Defence,31  Jul,"Rs 16,50,00,000",https://apollo-singapore.akamaized.net/v1/files/wevyzbuwjiyi1-PK/image;s=261x203;pk_;slot=1;filename=wevyzbuwjiyi1-PK_.jpg
Porta Cabin For Sale,Super Highway,31  Jul,"Rs 4,05,000",https://apollo-singapore.akamaized.net/v1/files/os5c5759gg1t2-PK/image;s=261x203;pk_;slot=1;filename=os5c5759gg1t2-PK_.jpg
Shop for sale,Safoora Goth,31  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
SHOP FOR SALE (Super Heaven Apartment ),Landhi 2,31  Jul,"Rs 15,00,000",https://apollo-singapore.akamaized.net/v1/files/j0yjqkuroio01-PK/image;s=261x203;pk_;slot=1;filename=j0yjqkuroio01-PK_.jpg
Commercial & Residential Plots and Commercial Space,Korangi,31  Jul,"Rs 10,00,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in saddar,Saddar Town,31  Jul,"Rs 1,00,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
garments shop,Tariq Road,31  Jul,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/s0nzvri7gfgv3-PK/image;s=261x203;pk_;slot=1;filename=s0nzvri7gfgv3-PK_.jpg
240 yards west plot metrovell main road for commercial use 325 lac,Gulzar-E-Hijri,31  Jul,"Rs 3,25,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Midway commercial Park Face Project Bahria Town Karachi,,31  Jul,"Rs 5,00,000",https://apollo-singapore.akamaized.net/v1/files/k69wa7cne23u1-PK/image;s=261x203;pk_;slot=1;filename=k69wa7cne23u1-PK_.jpg
Ground flr shop signal Korangi rd & Khy ittehad Dha,Khayaban-e-Ittehad Road,31  Jul,"Rs 93,60,000",https://apollo-singapore.akamaized.net/v1/files/tlq6qszuj4hz2-PK/image;s=261x203;pk_;slot=1;filename=tlq6qszuj4hz2-PK_.jpg
Shop for sale demand 23 lacs.. sec 11a north karachi.,North Karachi,31  Jul,"Rs 22,00,000",https://apollo-singapore.akamaized.net/v1/files/yw89o78y21zj1-PK/image;s=261x203;pk_;slot=2;filename=yw89o78y21zj1-PK_.jpg
Shops in International Market Saddar,Saddar Town,31  Jul,"Rs 55,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
300sq yds House main Shahre Quaideen for High Rise PECHS block 2,Kashmir Road,31  Jul,"Rs 12,00,00,000",https://apollo-singapore.akamaized.net/v1/files/pyv3tra7zs1b-PK/image;s=261x203;pk_;slot=1;filename=pyv3tra7zs1b-PK_.jpg
Shop For Sale Urgent,Pechs I,31  Jul,"Rs 12,00,000",https://apollo-singapore.akamaized.net/v1/files/ana9nfrucf6t3-PK/image;s=261x203;pk_;slot=1;filename=ana9nfrucf6t3-PK_.jpg
Beauty parlour for sale.,Abul Hassan Isphani Road,31  Jul,"Rs 3,50,000",https://apollo-singapore.akamaized.net/v1/files/4xuc9tq26dug-PK/image;s=261x203;pk_;slot=2;filename=4xuc9tq26dug-PK_.jpg
Mezzanine Available DHA Phase 5 Khaada Market,DHA Defence,31  Jul,"Rs 1,30,00,000",https://apollo-singapore.akamaized.net/v1/files/z74wafkyjbxb-PK/image;s=261x203;pk_;slot=1;filename=z74wafkyjbxb-PK_.jpg
Shop size 12×32 Nazimabad no 2,Nazimabad,31  Jul,"Rs 80,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
clifton block 5 near jon broust 500 feet ground and 424 feet mazanine,Clifton,31  Jul,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/x92du7cbp1wk3-PK/image;s=261x203;pk_;slot=1;filename=x92du7cbp1wk3-PK_.jpg
national high way 500 yards near malir city best for any commercial,National Highway,31  Jul,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/wz7hspc4uqtm-PK/image;s=261x203;pk_;slot=1;filename=wz7hspc4uqtm-PK_.jpg
Clothes Shop for sale or as An Inventary,Saddar Town,30  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/pvnbnyzk4lwm2-PK/image;s=261x203;pk_;slot=1;filename=pvnbnyzk4lwm2-PK_.jpg
Gulishan e maymar Mobile mall shops Road facing & Underground,Gulshan-e-Maymar,30  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/xva98lw6v3af2-PK/image;s=261x203;pk_;slot=2;filename=xva98lw6v3af2-PK_.jpg
Maznine floor shops 3side corner 17shops,Gizri Road,30  Jul,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/nzdorzjp68fd-PK/image;s=261x203;pk_;slot=1;filename=nzdorzjp68fd-PK_.jpg
Shop for sale,Mehmoodabad,30  Jul,"Rs 77,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial building for sale at Bukhari Commercial,DHA Defence,30  Jul,"Rs 30,00,00,000",https://apollo-singapore.akamaized.net/v1/files/x00v7crghxmy1-PK/image;s=261x203;pk_;slot=1;filename=x00v7crghxmy1-PK_.jpg
3 shops in rabi centre 4th floor Tariq road,Tariq Road,30  Jul,"Rs 1,20,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Running yarn dyeing factory for sale,New Karachi,30  Jul,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/lhjw783nulnb-PK/image;s=261x203;pk_;slot=1;filename=lhjw783nulnb-PK_.jpg
DHA phase 6. Big Shahbaz Commercial. Urgent sale,DHA Defence,30  Jul,"Rs 1,00,00,000",https://apollo-singapore.akamaized.net/v1/files/kljmflizneob1-PK/image;s=261x203;pk_;slot=1;filename=kljmflizneob1-PK_.jpg
Shop moon garden gulshan e iqbal block 10a,Gulshan-E-Iqbal 2,30  Jul,"Rs 30,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"For Sale/Rent - Shop#596, M-Block, Next to Mateen Foods on Maid Road",North Nazimabad,30  Jul,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/o8ksll3siekm3-PK/image;s=261x203;pk_;slot=1;filename=o8ksll3siekm3-PK_.jpg
3 Shops and house in Golimar Sanitary Market,Old Golimar,30  Jul,"Rs 2,00,00,000",https://olxpkstatic-a.akamaihd.net/a09f335-967/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Containers Available,Saddar Town,30  Jul,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/2zt454kt1tlo2-PK/image;s=261x203;pk_;slot=4;filename=2zt454kt1tlo2-PK_.jpg
Shop available at Tariq Road near Mateen Center,Pechs II,30  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
2 Shop/office Available For Sale In Mateen Plaza Main Tariq Road,North Nazimabad,30  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/sdc5ugpa1k4d-PK/image;s=261x203;pk_;slot=1;filename=sdc5ugpa1k4d-PK_.jpg
